#{"t_start": 1776329272.3720527, "env_id": "None"}
r,l,t
-42.439281,23,5532.577767
-38.087525,21,5532.707612
-36.704114,20,5532.841529
-40.5706,20,5532.990828
-37.990484,21,5533.116713
-35.49983,20,5533.237677
-49.415175,24,5533.422246
-42.109238,22,5533.569179
-42.707667,22,5533.708329
-51.982999,27,5533.879344
-54.370545,30,5534.11775
-43.638303,22,5534.252597
-54.681815,28,5534.447915
-37.602346,19,5534.56969
-52.98795,29,5534.769443
-36.855952,20,5534.902007
-37.678913,20,5535.039143
-54.281944,29,5535.214247
-40.782719,22,5535.365716
-52.018809,27,5535.588003
-40.422658,21,5535.721809
-50.747786,26,5535.897444
-42.218413,23,5536.067604
-37.892421,21,5536.206592
-37.845558,21,5536.338405
-59.569246,34,5536.548329
-40.528626,21,5536.680055
-39.510856,21,5536.81884
-34.706266,21,5536.947072
-33.988075,20,5537.071254
-35.549466,20,5537.203994
-36.970209,20,5537.354651
-41.247643,23,5537.494088
-61.517201,36,5537.714136
-57.301247,29,5537.903882
-42.060295,23,5538.054418
-39.755472,22,5538.188051
-37.350269,21,5538.319898
-52.381953,29,5538.521266
-37.907264,20,5538.65058
-52.824628,28,5538.839172
-40.811799,21,5538.965631
-38.488548,21,5539.098069
-64.806497,37,5539.343599
-53.203004,28,5539.531268
-37.459751,19,5539.652972
-52.209142,25,5539.814609
-38.827799,22,5539.964197
-38.642288,21,5540.089456
-36.940421,21,5540.218443
-62.961671,37,5540.511583
-54.807258,29,5540.748922
-57.756524,30,5540.935321
-56.237091,30,5541.116491
-34.541752,19,5541.234435
-52.242143,27,5541.413158
-39.363095,22,5541.549966
-53.229648,28,5541.721791
-51.389173,27,5541.905217
-37.497501,20,5542.035291
-42.795703,22,5542.16382
-51.126965,27,5542.338428
-37.820533,19,5542.46561
-55.893816,31,5542.669019
-53.010717,28,5542.845571
-37.710771,19,5542.959349
-41.095172,22,5543.1076
-51.884458,27,5543.299534
-42.430922,21,5543.439791
-53.000617,28,5543.624511
-43.267214,22,5543.809689
-58.333585,30,5543.996221
-56.323299,30,5544.17235
-37.133315,20,5544.299463
-56.125489,30,5544.518351
-36.333484,19,5544.63754
-57.454443,30,5544.827428
-62.540415,37,5545.071531
-55.189538,28,5545.288418
-39.17091,19,5545.410305
-56.228134,30,5545.594388
-37.560223,19,5545.712402
-55.65898,30,5545.946492
-40.167179,22,5546.138964
-38.476978,21,5546.271001
-50.706161,26,5546.456487
-36.122084,19,5546.577169
-52.619341,25,5546.759596
-54.217033,28,5546.933037
-39.07124,19,5547.043202
-52.291824,28,5547.218204
-38.655575,20,5547.360217
-51.480324,26,5547.5217
-42.320355,22,5547.657006
-52.776114,28,5547.86204
-39.09269,21,5548.001926
-37.41219,21,5548.134774
-63.132568,37,5548.368818
-52.557618,27,5548.554397
-38.902416,21,5548.692803
-50.820923,24,5548.846508
-58.048515,31,5549.060457
-54.843028,29,5549.263942
-43.86181,22,5549.412027
-62.645186,36,5549.644038
-54.79368,29,5549.823395
-57.358908,31,5550.060565
-53.086582,29,5550.247726
-56.545765,29,5550.438663
-41.938597,23,5550.58824
-56.307989,30,5550.815388
-57.459477,31,5551.103832
-35.677093,19,5551.228611
-37.784807,20,5551.363418
-63.703574,37,5551.655796
-35.862728,20,5551.780994
-56.696542,31,5551.981163
-55.34144,29,5552.159105
-36.143982,20,5552.282498
-55.29558,30,5552.491484
-55.10813,29,5552.670336
-43.911842,23,5552.808875
-45.879452,23,5552.975358
-37.193008,20,5553.125337
-39.683997,22,5553.26589
-75.043621,41,5553.538745
-54.343767,29,5553.750022
-42.060284,21,5553.886691
-51.378214,25,5554.04236
-59.321274,29,5554.220041
-36.191772,19,5554.348567
-56.302041,29,5554.609665
-53.757853,28,5554.818452
-54.988492,29,5555.005747
-43.477967,22,5555.148607
-48.339115,24,5555.308779
-36.209979,20,5555.430227
-35.748877,19,5555.542779
-57.377045,31,5555.783679
-55.543867,31,5555.981677
-37.637004,19,5556.101364
-56.336916,29,5556.291466
-58.104498,29,5556.487196
-35.749514,19,5556.617678
-65.180989,38,5556.859882
-38.395786,21,5556.98993
-53.332586,31,5557.20514
-53.133715,28,5557.400576
-65.530878,38,5557.644769
-52.5892,27,5557.816368
-37.773575,20,5557.949402
-53.226757,29,5558.154161
-36.344194,19,5558.273161
-52.036918,30,5558.466973
-54.814478,29,5558.675626
-37.706064,20,5558.869961
-53.136826,29,5559.058352
-52.376711,28,5559.244537
-35.676867,20,5559.369337
-51.970151,27,5559.55631
-39.030523,20,5559.6764
-55.035972,31,5559.866045
-55.329077,29,5560.06863
-38.607577,20,5560.212972
-36.513784,21,5560.346313
-54.418139,28,5560.530657
-42.871901,22,5560.680934
-51.280846,27,5560.875096
-56.424097,30,5561.059415
-40.004712,20,5561.184002
-53.851548,29,5561.388843
-40.946278,19,5561.522642
-56.454087,30,5561.71095
-55.475568,28,5561.928771
-37.287519,20,5562.058386
-56.553121,31,5562.27867
-59.269235,31,5562.480644
-42.891763,23,5562.620046
-53.675516,28,5562.807618
-62.613865,36,5563.039725
-35.877441,19,5563.15786
-55.425748,30,5563.356718
-48.723546,23,5563.511052
-48.216888,24,5563.677808
-37.70357,19,5563.791674
-44.211002,22,5563.933561
-40.097092,22,5564.075398
-54.358118,29,5564.28431
-57.026084,30,5564.472288
-36.117798,20,5564.598957
-54.246553,29,5564.824496
-50.237325,26,5564.984793
-36.03029,19,5565.108141
-35.291648,19,5565.220956
-53.720026,30,5565.434912
-54.928128,30,5565.618771
-37.143922,19,5565.737176
-64.309549,38,5565.989583
-55.25123,28,5566.19012
-35.672756,20,5566.321733
-42.312054,23,5566.468161
-49.742008,27,5566.639778
-35.39144,20,5566.764776
-42.273389,23,5566.997178
-52.511158,28,5567.175674
-43.55455,22,5567.324708
-53.28142,28,5567.52931
-36.001957,20,5567.656919
-35.603751,20,5567.778458
-52.053193,25,5567.934947
-36.305663,19,5568.054741
-41.296148,24,5568.222245
-37.806907,20,5568.347577
-49.135862,25,5568.510463
-37.654383,20,5568.656747
-43.530245,22,5568.8332
-55.419169,27,5569.003574
-53.978457,29,5569.191005
-38.579213,19,5569.318221
-36.627447,21,5569.471261
-55.116179,30,5569.652216
-40.906232,22,5569.792169
-52.795455,25,5569.971639
-55.135627,29,5570.165384
-41.868915,22,5570.306713
-53.206205,27,5570.476536
-56.139022,29,5570.678572
-54.835355,29,5570.870246
-43.653877,22,5571.009547
-53.636425,27,5571.188778
-53.104005,28,5571.382467
-37.715662,19,5571.51777
-55.582527,29,5571.700611
-43.062336,22,5571.839978
-56.02937,28,5572.033145
-39.422075,20,5572.173432
-43.071808,23,5572.327668
-50.233243,24,5572.484776
-57.277285,28,5572.682301
-41.04026,20,5572.808306
-44.150149,23,5572.950864
-52.410404,26,5573.10785
-42.055957,21,5573.239959
-52.073613,27,5573.423013
-54.919983,29,5573.612571
-41.65518,21,5573.744133
-54.574571,29,5573.947211
-52.97603,29,5574.125184
-38.659781,20,5574.245026
-51.693715,25,5574.393215
-37.74359,20,5574.516604
-39.190916,20,5574.651904
-38.816523,20,5574.771429
-38.314155,20,5574.894063
-51.969518,25,5575.051759
-42.857525,22,5575.190404
-43.694379,23,5575.324968
-54.824385,26,5575.478408
-40.389551,19,5575.596498
-45.427959,23,5575.760544
-61.519502,36,5575.989121
-36.45062,20,5576.108511
-40.406707,21,5576.255098
-54.416203,29,5576.447495
-37.1756,19,5576.560922
-50.815839,24,5576.70534
-41.853208,22,5576.844429
-53.721289,27,5577.029351
-53.944493,28,5577.211269
-36.46065,20,5577.342775
-50.604605,26,5577.557287
-36.015832,19,5577.688394
-53.493495,30,5577.872206
-44.557635,22,5578.006339
-53.212292,27,5578.1835
-41.481445,23,5578.338276
-39.377588,21,5578.478525
-36.413613,21,5578.650015
-50.427586,24,5578.814675
-40.465327,22,5578.966962
-50.215828,24,5579.107311
-37.546141,19,5579.233146
-57.894038,30,5579.425427
-37.58729,19,5579.542953
-55.440451,31,5579.72482
-54.97355,29,5579.901796
-40.492007,19,5580.028963
-53.836891,28,5580.219793
-39.141853,20,5580.33991
-70.501539,37,5580.560827
-52.292417,28,5580.738732
-55.703271,30,5580.928612
-56.254608,30,5581.107459
-54.555474,29,5581.28351
-36.07565,19,5581.401736
-53.257346,26,5581.578859
-41.204535,19,5581.689321
-50.58119,26,5581.860613
-40.41359,21,5581.990198
-56.034949,28,5582.169413
-43.573607,23,5582.322492
-44.827333,22,5582.456824
-42.25175,22,5582.599042
-53.933417,28,5582.786517
-37.550025,19,5582.902842
-49.658357,25,5583.053777
-40.180918,19,5583.171552
-36.975513,21,5583.319322
-51.77471,27,5583.483127
-38.049458,19,5583.596598
-36.516405,20,5583.720409
-37.379231,19,5583.858595
-60.236065,35,5584.075046
-39.896035,21,5584.205714
-39.678537,20,5584.341014
-51.73335,26,5584.520848
-42.004688,20,5584.641524
-41.611549,21,5584.770217
-42.772197,22,5584.937865
-52.476674,26,5585.101515
-40.160513,21,5585.224282
-36.676886,20,5585.347329
-35.34813,21,5585.474285
-36.997408,21,5585.614258
-58.974467,34,5585.818415
-36.109011,19,5585.932154
-50.77914,27,5586.131676
-39.754194,20,5586.259919
-35.201636,20,5586.378907
-35.160883,21,5586.505464
-43.137914,22,5586.64129
-50.046158,26,5586.803203
-56.520832,30,5586.994523
-55.465535,29,5587.182857
-36.14988,20,5587.338408
-36.800988,20,5587.492479
-64.691675,36,5587.721379
-55.119528,29,5587.90454
-61.408513,36,5588.161541
-35.58804,19,5588.275288
-39.53977,22,5588.465555
-36.637307,21,5588.606749
-64.225746,38,5588.945116
-42.778891,22,5589.091663
-55.272127,29,5589.265212
-40.235271,21,5589.397456
-52.589772,27,5589.613598
-53.233039,29,5589.798549
-55.992383,29,5589.989931
-36.46728,20,5590.118514
-56.138667,29,5590.319898
-55.508496,28,5590.505091
-34.670986,18,5590.619625
-50.226009,25,5590.776343
-39.064561,20,5590.911851
-51.151151,28,5591.112638
-53.95238,28,5591.278286
-36.466544,19,5591.411181
-50.75629,26,5591.578369
-38.294005,20,5591.708892
-45.160023,23,5591.843524
-40.305344,21,5591.967118
-53.535082,28,5592.138986
-57.858725,31,5592.336208
-39.975164,21,5592.459843
-54.298139,25,5592.606007
-38.279982,20,5592.730322
-51.657485,27,5592.905432
-38.147276,21,5593.028157
-66.51687,38,5593.250436
-58.734707,35,5593.479072
-55.048433,29,5593.652385
-37.570729,20,5593.769778
-52.689516,27,5593.930992
-51.18531,26,5594.093059
-37.684336,19,5594.216536
-49.565588,24,5594.360255
-46.708049,24,5594.505498
-38.436145,20,5594.626699
-52.162947,26,5594.80679
-54.245625,29,5594.990963
-40.533129,21,5595.115752
-38.694973,21,5595.296464
-52.187716,25,5595.477794
-36.095825,19,5595.593532
-57.810474,32,5595.789358
-41.682536,21,5595.921612
-54.157153,28,5596.106468
-38.971624,20,5596.227712
-40.962282,22,5596.366436
-39.221245,22,5596.523536
-34.018113,20,5596.654335
-36.104635,20,5596.770114
-38.730993,21,5596.907701
-38.731005,21,5597.042003
-55.245349,30,5597.239472
-53.596641,28,5597.417222
-65.004667,38,5597.658614
-40.209016,22,5597.79816
-36.846254,20,5597.950886
-41.991674,22,5598.082741
-49.32062,23,5598.225006
-53.574036,29,5598.449221
-39.89331,22,5598.57989
-54.684936,30,5598.770509
-51.889375,27,5598.951994
-40.739941,19,5599.074481
-51.891256,27,5599.29894
-36.509067,22,5599.436742
-63.964016,35,5599.647734
-40.732008,21,5599.778773
-50.998117,24,5599.935536
-37.814844,19,5600.048585
-54.887587,28,5600.216698
-38.853761,22,5600.358709
-38.850955,21,5600.496494
-42.996237,22,5600.629017
-53.047332,27,5600.794021
-56.571891,29,5600.987199
-53.096165,28,5601.162551
-42.267608,22,5601.294198
-55.105569,29,5601.473286
-38.771969,20,5601.602364
-42.260892,23,5601.753709
-43.315231,22,5601.887711
-40.008338,20,5602.009847
-60.450132,36,5602.241843
-53.918864,28,5602.416239
-36.66942,21,5602.543835
-36.017725,21,5602.668699
-34.304967,20,5602.839822
-50.676075,25,5603.006822
-36.235483,18,5603.119962
-54.983008,31,5603.312705
-60.628818,36,5603.567166
-37.234022,20,5603.686745
-57.073497,30,5603.909261
-41.677961,20,5604.039741
-37.415633,22,5604.179619
-38.603323,21,5604.335182
-39.347082,22,5604.468776
-53.664622,27,5604.633384
-52.460297,29,5604.828858
-54.531117,29,5605.013437
-37.406274,20,5605.136473
-53.766437,28,5605.31548
-49.235324,25,5605.485649
-53.496391,27,5605.66943
-56.915498,28,5605.841832
-37.868314,20,5605.958553
-54.861724,30,5606.156271
-57.094771,30,5606.348882
-38.801366,20,5606.471878
-56.477863,29,5606.654349
-54.341323,29,5606.851934
-54.293166,30,5607.042049
-57.030545,30,5607.222322
-56.074969,31,5607.415318
-58.048885,30,5607.60506
-38.831531,20,5607.732428
-53.030491,28,5607.904017
-43.179747,24,5608.046814
-51.908677,25,5608.213406
-37.828724,20,5608.355865
-39.884156,22,5608.488592
-34.070541,20,5608.609203
-50.068065,25,5608.768573
-48.950834,25,5608.930588
-52.713459,27,5609.092648
-42.006478,21,5609.216861
-41.305519,22,5609.360771
-56.664806,29,5609.56113
-51.777549,25,5609.718433
-37.152082,20,5609.852057
-40.456744,20,5609.977376
-52.288882,26,5610.163042
-53.703446,29,5610.340543
-41.050265,22,5610.473369
-55.115796,29,5610.676863
-54.825772,29,5610.862927
-55.56608,30,5611.04487
-53.740314,29,5611.221583
-39.14224,20,5611.347751
-55.110855,31,5611.547986
-53.253528,28,5611.734027
-37.414755,20,5611.855479
-51.876254,28,5612.034445
-39.832441,22,5612.182647
-52.810075,29,5612.365451
-56.606214,30,5612.545678
-40.513971,21,5612.675703
-51.476575,25,5612.859573
-55.613951,29,5613.035712
-42.136728,21,5613.167065
-51.016907,24,5613.323032
-36.106917,19,5613.457953
-40.409447,20,5613.577136
-49.30717,26,5613.732553
-39.515501,19,5613.85069
-41.385208,22,5614.018937
-52.649475,26,5614.177738
-54.132803,28,5614.351881
-43.598287,22,5614.511619
-39.903131,20,5614.658225
-50.95461,27,5614.837059
-39.067528,20,5614.95657
-50.504561,27,5615.136267
-55.189518,29,5615.333466
-54.216157,29,5615.515018
-35.442063,19,5615.635376
-49.047811,24,5615.810591
-34.238,19,5615.961577
-50.822077,25,5616.123347
-37.642548,19,5616.240707
-54.850322,31,5616.456115
-42.092065,21,5616.580889
-53.003066,27,5616.745164
-36.226893,19,5616.863121
-57.582421,31,5617.094197
-42.735655,21,5617.221083
-53.878643,27,5617.391216
-54.934909,29,5617.567892
-40.339054,21,5617.699378
-53.482663,27,5617.906914
-36.149427,20,5618.03132
-54.596261,29,5618.224216
-39.074664,20,5618.366322
-40.23718,22,5618.539802
-53.627876,26,5618.706434
-53.591122,29,5618.890661
-61.563438,36,5619.134673
-38.548118,20,5619.255528
-55.377482,30,5619.456073
-37.712555,19,5619.587135
-58.890548,34,5619.84301
-39.999937,22,5620.120605
-53.66234,28,5620.295359
-37.34622,21,5620.434678
-37.526223,21,5620.574517
-64.126643,36,5620.807446
-53.484164,28,5621.000158
-42.034213,21,5621.125551
-49.358989,24,5621.281868
-40.808648,21,5621.494696
-50.697391,24,5621.640764
-40.698708,19,5621.76251
-53.728986,30,5621.989162
-51.131845,28,5622.163139
-36.179616,19,5622.306605
-56.748211,31,5622.525466
-39.017569,20,5622.655781
-55.839211,29,5622.852976
-37.457326,19,5622.974838
-55.004711,29,5623.147886
-37.042083,19,5623.269361
-52.606103,27,5623.457631
-39.33115,19,5623.574275
-39.642587,22,5623.713736
-54.039209,28,5623.915168
-53.400416,29,5624.096429
-53.390173,29,5624.272582
-40.580112,20,5624.395988
-56.985588,29,5624.591677
-40.137764,19,5624.719305
-50.195439,26,5624.887313
-55.446185,29,5625.063735
-56.996902,31,5625.280677
-54.81474,29,5625.463348
-57.487997,30,5625.644421
-52.82897,28,5625.813662
-41.862948,21,5625.949548
-38.358537,22,5626.114021
-51.536207,27,5626.272355
-44.427637,22,5626.426109
-40.214724,21,5626.561693
-52.81974,26,5626.763363
-38.825924,20,5626.889809
-38.988184,20,5627.018047
-37.225279,20,5627.143885
-40.658839,21,5627.299091
-42.67567,23,5627.451382
-50.125735,24,5627.641801
-37.286185,19,5627.781052
-62.234464,35,5628.049958
-39.824995,21,5628.185238
-52.527566,26,5628.351471
-62.533382,35,5628.60433
-38.087874,21,5628.743418
-51.178316,25,5628.906817
-39.125246,21,5629.03512
-55.497971,31,5629.243479
-43.009339,22,5629.386504
-48.45217,25,5629.539833
-43.100162,21,5629.668769
-36.056921,18,5629.782467
-52.127137,25,5629.952519
-43.678353,22,5630.09464
-52.651605,26,5630.257892
-53.657878,28,5630.457022
-36.347053,19,5630.579225
-55.236571,30,5630.761451
-37.460689,20,5630.882416
-50.355665,25,5631.043676
-36.704408,20,5631.180739
-34.212319,20,5631.300523
-54.72587,30,5631.507622
-37.053563,20,5631.656022
-38.030905,21,5631.904721
-42.816783,24,5632.054087
-38.421113,21,5632.181778
-53.11108,28,5632.380016
-38.67553,19,5632.504432
-53.019236,29,5632.679784
-54.545267,29,5632.861318
-38.522133,21,5633.002612
-66.447786,37,5633.252431
-53.431505,28,5633.415448
-37.552248,19,5633.52486
-55.125034,31,5633.752302
-56.746522,30,5633.943508
-54.77385,29,5634.135105
-36.7013,20,5634.257707
-38.412068,19,5634.379023
-46.358775,23,5634.537553
-51.687172,27,5634.707468
-54.4606,29,5634.884572
-35.853358,19,5635.007869
-56.007721,31,5635.214038
-36.943033,20,5635.337432
-35.796855,20,5635.461082
-39.996587,23,5635.630128
-55.927571,29,5635.812738
-36.237705,20,5635.946402
-52.755524,28,5636.116805
-38.498527,20,5636.242368
-53.195824,30,5636.467152
-58.753755,29,5636.651675
-40.476942,20,5636.781018
-56.232532,31,5637.002121
-39.0634,21,5637.135598
-57.045921,32,5637.339402
-54.887524,30,5637.527642
-56.191657,31,5637.738621
-38.825128,20,5637.874401
-55.523106,31,5638.077909
-55.481152,30,5638.276378
-54.512345,29,5638.483116
-56.848208,30,5638.677819
-37.330622,19,5638.796943
-54.868352,31,5638.998941
-44.676851,23,5639.153581
-48.951784,24,5639.30844
-39.094716,22,5639.44545
-42.64975,22,5639.598156
-37.742319,22,5639.736254
-54.773686,31,5640.028322
-40.822099,21,5640.180748
-52.837786,28,5640.357777
-36.335879,20,5640.481961
-50.733279,25,5640.660003
-53.37265,28,5640.874512
-36.04057,19,5640.997629
-41.629455,22,5641.177797
-51.920224,26,5641.358368
-56.106356,30,5641.538945
-40.856656,19,5641.675665
-55.097375,29,5641.887591
-43.162621,21,5642.018986
-36.964646,21,5642.149978
-41.771073,22,5642.286868
-55.155588,30,5642.511184
-51.604656,28,5642.683914
-44.759049,22,5642.826807
-36.44286,20,5642.945764
-37.076058,20,5643.069587
-51.29286,27,5643.24434
-39.200071,21,5643.387244
-53.415503,27,5643.564384
-56.960374,30,5643.762868
-36.122363,18,5643.883048
-44.22936,22,5644.021942
-50.671922,27,5644.186071
-36.197218,19,5644.306271
-55.037511,27,5644.48534
-38.888485,20,5644.605604
-55.505181,31,5644.795609
-53.218624,28,5644.991683
-35.965456,19,5645.112546
-53.424481,26,5645.268429
-35.8177,19,5645.381777
-56.126334,31,5645.592376
-53.111419,28,5645.775697
-34.764026,19,5645.903518
-50.067873,25,5646.064752
-36.979002,20,5646.235252
-52.458679,26,5646.417895
-55.163171,29,5646.606121
-37.937856,21,5646.737264
-69.229687,39,5647.023938
-38.923965,20,5647.162339
-43.538686,22,5647.30477
-41.654989,22,5647.4466
-52.162053,27,5647.635651
-56.016274,29,5647.832631
-53.752436,29,5648.018495
-54.130272,29,5648.199454
-37.479951,19,5648.322321
-35.177333,20,5648.467681
-65.111762,37,5648.704366
-55.332479,28,5648.89677
-43.470271,22,5649.042912
-50.852269,26,5649.21946
-39.922666,22,5649.361943
-52.588592,27,5649.531929
-37.401552,20,5649.668911
-51.153698,24,5649.837654
-37.542293,19,5649.959217
-37.800435,21,5650.090333
-36.094775,21,5650.227483
-54.409448,29,5650.431532
-37.28851,20,5650.557193
-35.419124,20,5650.678401
-52.954389,27,5650.887748
-37.195618,19,5651.016594
-40.895395,22,5651.151118
-51.528682,25,5651.307205
-55.253122,29,5651.530359
-39.035831,20,5651.663881
-56.386442,31,5651.88695
-53.139438,29,5652.066286
-37.440854,19,5652.185728
-35.049453,21,5652.338326
-50.274342,25,5652.498135
-37.509751,20,5652.629741
-54.360207,29,5652.82643
-62.790708,37,5653.067869
-35.867606,19,5653.187871
-50.244716,24,5653.34104
-57.527405,29,5653.544936
-43.218247,22,5653.683377
-52.27508,26,5653.850915
-57.962379,30,5654.048972
-55.19387,29,5654.260392
-37.404852,20,5654.387742
-34.034003,20,5654.514848
-49.400336,24,5654.660777
-43.014696,22,5654.856371
-42.302309,21,5654.997485
-52.20791,26,5655.155246
-54.295856,28,5655.345949
-37.882405,20,5655.478399
-49.351252,24,5655.651117
-37.724481,19,5655.763953
-53.026047,28,5655.941055
-40.097181,23,5656.116025
-43.877236,22,5656.35026
-54.259796,29,5656.538859
-50.210305,24,5656.700832
-38.336152,20,5656.835181
-51.617995,27,5657.020741
-55.406033,31,5657.212928
-56.610162,30,5657.407244
-37.618124,19,5657.533821
-51.853302,25,5657.709102
-38.436977,20,5657.837557
-37.487547,20,5657.966251
-51.969285,26,5658.143253
-36.208226,19,5658.275474
-41.83943,22,5658.415738
-49.444896,27,5658.583437
-55.81504,29,5658.776347
-36.507591,21,5658.916598
-61.607397,36,5659.142221
-51.111348,27,5659.315951
-40.594905,21,5659.451012
-39.045346,21,5659.664518
-52.990178,26,5659.842832
-56.40266,30,5660.031185
-36.999926,20,5660.160545
-50.62088,26,5660.338698
-41.822189,22,5660.475416
-36.462372,21,5660.631465
-34.560526,21,5660.77058
-54.721203,29,5660.973972
-58.463971,31,5661.171528
-55.27449,29,5661.359583
-37.011049,20,5661.492638
-51.255245,25,5661.666467
-36.20725,18,5661.775706
-36.088668,20,5661.914654
-54.68817,30,5662.120945
-53.71744,28,5662.302959
-37.661681,19,5662.437
-55.156387,30,5662.633239
-56.573234,29,5662.828136
-37.252408,19,5662.958429
-38.434297,21,5663.090877
-37.16533,21,5663.236038
-63.351993,36,5663.495705
-54.965954,29,5663.729141
-43.257506,21,5663.858526
-32.857775,20,5663.98659
-51.000876,24,5664.137677
-38.998306,20,5664.362338
-38.763388,22,5664.506788
-49.532268,27,5664.674398
-39.147514,20,5664.80445
-54.815452,30,5665.009088
-50.886444,28,5665.183319
-54.562099,29,5665.358383
-40.892396,23,5665.507404
-48.641533,24,5665.68324
-54.536307,29,5665.874026
-53.742729,29,5666.058589
-39.384531,21,5666.194444
-42.068827,23,5666.355963
-51.973797,25,5666.50572
-55.078516,30,5666.688515
-52.25213,28,5666.883675
-40.758455,22,5667.043404
-52.353709,26,5667.205526
-56.256092,29,5667.407412
-37.643011,19,5667.526408
-42.578703,22,5667.681237
-43.470619,22,5667.814194
-38.118614,22,5667.952163
-68.11753,39,5668.222123
-53.276461,28,5668.401021
-37.685894,19,5668.514653
-57.986473,33,5668.717143
-38.887226,21,5668.850517
-42.803037,22,5668.996477
-51.969243,28,5669.163885
-39.650088,20,5669.282318
-52.545127,25,5669.443356
-36.776009,20,5669.570648
-65.665696,36,5669.785376
-52.272197,27,5669.948425
-46.255608,23,5670.095203
-53.517457,27,5670.26878
-57.494075,30,5670.452369
-57.248878,30,5670.631464
-54.722245,29,5670.815812
-37.539301,19,5670.944954
-51.217067,26,5671.107676
-38.832392,20,5671.238357
-54.024272,31,5671.465167
-58.371575,31,5671.651494
-52.586413,28,5671.833718
-53.67125,28,5672.010776
-58.094081,29,5672.224876
-38.226695,19,5672.415707
-50.678322,26,5672.59956
-43.425348,22,5672.726693
-37.231646,20,5672.896916
-39.804457,22,5673.046446
-37.833117,21,5673.174224
-37.66375,21,5673.306466
-50.737198,24,5673.473938
-42.554286,22,5673.634365
-42.719478,23,5673.783525
-37.595215,20,5673.905903
-37.719991,19,5674.050802
-48.853023,24,5674.221638
-40.755048,20,5674.346338
-37.183908,19,5674.462013
-36.224301,20,5674.585603
-36.38452,19,5674.759164
-52.447034,25,5674.919917
-43.967919,22,5675.065403
-51.057001,27,5675.265105
-41.805754,21,5675.401406
-55.900393,30,5675.589614
-43.249096,22,5675.720891
-41.131555,22,5675.869557
-50.043481,26,5676.046293
-55.238641,29,5676.228658
-40.828445,20,5676.370599
-53.403129,29,5676.554325
-38.259198,21,5676.688898
-57.99248,33,5676.895454
-36.845023,20,5677.014509
-53.501528,30,5677.220211
-40.21212,20,5677.366478
-54.073449,31,5677.555837
-37.784997,19,5677.689523
-54.53779,29,5677.896487
-54.099171,28,5678.085693
-37.6252,19,5678.211498
-50.116527,25,5678.363275
-39.279452,22,5678.510445
-51.182393,27,5678.691783
-36.031373,19,5678.805029
-50.441718,24,5678.973819
-37.409684,19,5679.105255
-45.303829,23,5679.297477
-48.259686,24,5679.448044
-43.006018,22,5679.582671
-38.352456,22,5679.729838
-43.922095,23,5679.897029
-40.94527,22,5680.060634
-52.949596,29,5680.250275
-57.263815,30,5680.522455
-51.749525,27,5680.751305
-36.015751,19,5680.878228
-56.193499,31,5681.067384
-55.115222,28,5681.252116
-40.708755,21,5681.395489
-40.549901,21,5681.522518
-50.484905,26,5681.701772
-36.458174,19,5681.873373
-55.103437,31,5682.075444
-56.539148,29,5682.252959
-40.062463,20,5682.380827
-44.992399,23,5682.535648
-44.264813,22,5682.688807
-52.962293,27,5682.859925
-55.298354,30,5683.054697
-54.769018,29,5683.250267
-54.188351,29,5683.442363
-42.233364,22,5683.575524
-37.225751,20,5683.696231
-56.857934,30,5683.903877
-54.705873,29,5684.085744
-39.264216,20,5684.210057
-56.59468,30,5684.401488
-52.240592,27,5684.587628
-38.135117,20,5684.720711
-57.413569,30,5684.931318
-53.554878,27,5685.095689
-41.628124,21,5685.228953
-53.104601,27,5685.422617
-45.685021,22,5685.555343
-51.981173,26,5685.72427
-37.102413,20,5685.858076
-64.683648,37,5686.110025
-53.878135,27,5686.279435
-37.7362,19,5686.394769
-54.870909,31,5686.595905
-40.146256,21,5686.72878
-52.845461,28,5686.973428
-49.889834,27,5687.150226
-36.569965,20,5687.273689
-38.080592,20,5687.410879
-40.51804,22,5687.54173
-39.419827,21,5687.667402
-53.08354,26,5687.830671
-39.370201,19,5687.950795
-55.877213,29,5688.131412
-53.891666,28,5688.3065
-37.73454,20,5688.434681
-39.802342,22,5688.673278
-55.126785,29,5688.855563
-35.647362,19,5688.96647
-39.762505,22,5689.108037
-58.006197,31,5689.319232
-54.070825,28,5689.487517
-50.93271,26,5689.643037
-61.647735,30,5689.870645
-38.679982,20,5689.991395
-41.874272,22,5690.136405
-50.818612,24,5690.276218
-35.846032,20,5690.405978
-37.827831,20,5690.556041
-55.448159,30,5690.74388
-53.20626,28,5690.935003
-55.173097,29,5691.130425
-39.068446,21,5691.267022
-38.840676,20,5691.391782
-39.138625,22,5691.526324
-33.980921,20,5691.66133
-52.548787,28,5691.865641
-35.952176,19,5691.98783
-51.242085,26,5692.147585
-40.699839,22,5692.293684
-38.777476,21,5692.434608
-50.51108,26,5692.590495
-34.480202,18,5692.700455
-52.047862,25,5692.890155
-40.828506,22,5693.025868
-36.172302,20,5693.143789
-55.964261,31,5693.333402
-41.671576,21,5693.468557
-51.777147,25,5693.632739
-56.788128,30,5693.813669
-36.046034,19,5693.929027
-51.632579,27,5694.099586
-42.40081,22,5694.23855
-57.578698,30,5694.419638
-57.598216,28,5694.591095
-36.071372,19,5694.714469
-49.115695,24,5694.870817
-40.6188,20,5694.989232
-54.890221,31,5695.176247
-53.065381,28,5695.353309
-42.103759,21,5695.487853
-52.327599,26,5695.644185
